作者,讚數,時間,連結,貼文內容
陳柚子,0,2024-04-18,https://www.facebook.com/groups/traveler168/posts/1857980518050657,Cafe Landtmann就位於維也納市政廳(Rathaus der Stadt Wien)對面，被市政廳公園、人民公園所包圍的這裡，一直以來就以滿滿的綠意著稱，不管甚麼時候經過戶外座位區總是客滿，儼然就是在維也納逛累走累慢下腳步喝杯咖啡的好地點。Cafe Landtmann名氣儘管不如中央咖啡館、沙河咖啡館那樣響亮，但卻也已經悄悄開業超過150年，生意好到不行的這裡，怎能錯過不進來朝聖看看？https://kimiyo.tw/cafe-landtmann/#奧地利
Doris Chiu,0,2024-04-18,https://www.facebook.com/groups/traveler168/posts/1857976611384381,來美國不可錯過的寶藏連鎖速食｜神級奶油漢堡！冰淇淋近40種配料任你選｜各種牽絲起司＆炸起司｜Culver's
史坦力是好物,22,2024-04-11,https://www.facebook.com/groups/traveler168/posts/1853226158526093,20240404 釜山賞櫻韓國對我來說別具意義是人生第一個出遊的國家也是初次接觸滑雪的地方那年我27歲跟著暗戀的女孩子 傻呼呼的就飛出去了（？）隔了快二十年，我又踏上了這塊土地。這回來到了韓國第二大城- 釜山！！▋釜山入境( 2024年)：需先填寫：健康狀態調查表 (黃單)入境卡 (ARRIVAL CARD)飛機上漂亮空姐會發，可先行填寫抵達時先收健康狀態調查表(黃單)過海關會收入境卡(ARRIVAL CARD)▋慶州市慶州是韓國慶尚北道的一個城市距離釜山約1.5小時的車程。 熱門的景點：『瞻星臺』+『皇理團路』瞻星臺是目前亞洲最古老的天文台是座用362塊花崗岩堆砌而成的圓柱形建築物早期用來觀測星象，推測和決定國家大事現在除了是重要古蹟也是可愛的地標和吉祥物鄰近的皇理團路是近年最熱門的商圈除了有老式韓屋的建築街上有不少的個性商店和特色餐廳好吃好買又好逛！！ 推薦必吃小吃- 「10元餅」 放大版的台灣車輪餅外觀做成韓幣10元的樣子所以又叫做「10元餅」聞到飄來的奶香甜味讓已飽到天靈蓋的我還是忍不住買了一份來吃吃起來像雞蛋糕的口感，外皮酥脆最特別的是… 內餡是一大塊起司啊！！現點現做，熱呼呼的，吃起來好過癮！！也有紅豆口味但還是強烈推薦- 起司口味！！ ▋鎮海櫻花季這次釜山行就是為了賞櫻！！位於韓國慶尚南道昌原市的「鎮海區」這總共種了8萬多棵的櫻花樹！！每年3月底到4月初是最佳的賞櫻期！滿滿盛開的櫻花 散佈在城市的每個角落沒親眼看過不敢相信，美到不可思議櫻花從花開到花謝只有短短的7至10天。有朋友三月中到訪時還沒開這次運氣爆棚不但天氣非常的好也正好是櫻花開的最美的時間整路粉色的櫻花看好看滿看的飽！  推薦最佳賞櫻地點：「慶和火車站」和「余佐川櫻花道」，浪漫極了！▋真露 (JINRO) 每一天韓國燒酒就屬「真露」最有名幾乎等同於燒酒的代名詞，市佔率超過50%！每回看韓綜和韓劇，都能看到那綠色瓶子的身影韓國人的生活就是離不開燒酒…而且價格真的平易近人一瓶最便宜才台幣33元啊( 韓幣1350元)台灣賣最便宜的永和中興街(韓國街)也要台幣100元！！(全聯特價還要159元？原價199元…)在大陸和越南一瓶也不過才台幣70元左右… 真心不懂台灣為什麼這麼貴啊？！所以每個晚上我都是要來一瓶不同的燒酒喝好喝滿才甘心目前真露最新產品是淡藍色瓶身的ZERO SUGAR無糖低熱量更健康？？▋韓牛初體驗在韓國，「韓牛」等同於高級牛肉的代名詞(地位相當於日本和牛)因為價格昂貴，只有節日或特殊場合才會吃韓牛不然就是當成貴重禮物送給重要的親朋好友…這次有了韓牛初體驗！！一片就要台幣1700元！！而且竟然是最高等級的1++！！(韓牛分五個等級：1++為最高，其次 1+、1、2和3 級)簡單來說…日本牛的油脂較高，肉質嫩滑，幾乎是入口即化；而韓牛的脂肪含量較低，味道濃郁，肉質較緊實有嚼勁各有千秋！但… 我還是喜歡日本牛 (被韓國人踢飛！)超市隨便一塊霜降牛排就讓我回味無窮 (流口水)而且價格平易近人好入手！！▋樂天百貨這次住在釜山的Connect Busan Hotel & Residence位在市中心熱鬧的地方旁邊就是超大一棟的樂天百貨有百貨部還有超市部沒做好心理準備前千萬別進去因為會買瘋吃瘋 百貨地下美食街每樣食物看起來都精緻又可口超市部更是買到停不下來荷包大失血！！——————————————————再次回到韓國讓我有種身在日本的錯覺但卻是非常舒服的感受飲食變得更加多元每天吃不停買不停玩的超開心~ #釜山
Teresa Chen,7,2024-04-11,https://www.facebook.com/groups/traveler168/posts/1853638765151499,當時因為人太多，只有去山月村的布洛灣吊橋，沒有走到周圍的步道，想說有天挑人少再來走走，沒想到隨口的有天不知道要多久，但說真的這裡真的很美很美，有種與世隔絕的感覺~更多詳細介紹請參考部落格進入泰瑞莎異想世界一起趴趴走 https://taitai.com.tw/hualientrip-taroko-buluowan-bridge/
跟著領隊玩,6,2024-04-18,https://www.facebook.com/groups/traveler168/posts/1857929258055783,綠島必訪景點全台灣唯一可以泡海底溫泉看日出的地方，絕對是此生必訪景點，還有三件必做，沒體驗到等於沒來！全文閱讀：https://taiwantour.info/asahi-onsen/
Chen Mii,1,2024-04-18,https://www.facebook.com/groups/traveler168/posts/1857831534732222,晨晨的美食秘密基地
享受生活不無聊。規小孫,0,2024-04-18,https://www.facebook.com/groups/traveler168/posts/1857919201390122,台灣品牌百坪空間隨意逛～➤ https://enlifesun.com/ovotoilet
張皓庭,1,2024-04-18,https://www.facebook.com/groups/traveler168/posts/1857918268056882,和風清爽，道地日式#金呷不一樣早午餐《和風漢堡排厚蛋吐司》售價：75元嚴選台灣豬絞肉以黃金肥瘦比例拌勻，將鮮甜肉汁與爽脆洋蔥交織飽滿不乾柴，是清爽的豐富層次厚實肉排與厚蛋搭配搭配清爽生菜與濃厚麥香的漢堡每一口都是令人驚豔的絕妙滋味絕對的真材實料用心烹調，呈現最純粹的好味道每一天的元氣來源歡迎至金呷不一樣早午餐嚐鮮門市地址：高雄市三民區義華路125號訂餐電話：07-3982158#金呷不一樣 #早午餐 #和風 #漢堡排 #厚蛋
水靜葳環遊世界366天,3,2024-04-18,https://www.facebook.com/groups/traveler168/posts/1857825884732787,請叫我聖女小昭（X）...小番茄免出國秒飛伊朗古波斯帝國全台唯一伊朗料理599吃到飽1001 Nights Kitchen  一千零一夜廚房 世界之最～番紅花、玫瑰水、中東香料......10年前去伊朗旅遊念戀不忘對這個擁有2500年歷史的文明古國波斯～愛了愛了記得當年機票錢花了我快5萬元令人大開眼界的 #波斯帝國世界文化遺產、#美如幻境的清真寺、明豔動人好似金庸《倚天屠龍記》筆下的拜火教聖女小昭的 #波斯美女…..在1001夜廚房用餐當天～超開心遇到伊朗老闆Amini，與幽默的他相談甚歡！全台唯一中東美食Buffet自助餐不出國也能享受 #最道地的波斯美食、#最正宗的伊朗料理 和異國氣氛！秒飛神秘古國伊朗（Iran）！台灣One & Only中東料理吃到飽、伊朗菜吃到飽、古波斯美食吃到飽餐廳「1001 Nights Kitchen 一千零一夜廚房」就在台北松山區，鄰近捷運松山站、饒河街夜市午餐、晚餐吃到飽只要599元就可讓味蕾來趟神秘古文明波斯帝國之旅！聞名全球的伊朗料理擅長以豐富的中東香料入菜，慢火細燉，炭火直烤牛、羊、雞、魚，讓伊朗美食充滿誘人香氣！來台20年的 #伊朗老闆Amini（意為「誠實」）愛台灣愛到住下來，他勢以誠信嚴選好食材、伊朗主廚每日現煮，誠懇端上一道道正統清真料理、道地波斯料理，將傳承兩千多年的波斯美食直送台北！美食探店1001夜廚房，告訴大家有哪些必吃伊朗料理和建議吃法1001夜廚房 亮點伊朗之最！全世界最昂貴的「香料女王」～吃喝「番紅花」位置、交通、環境、空間、氛圍菜色、價格、用餐時間伊朗神秘美味～必吃吃：沙拉、優格、木炭燒烤、燉菜、甜點、飲料獲得清真認證的餐廳，提供穆斯林合格的清真食品美食探店https://travel366days.com//伊朗料理599吃到飽「一千零一夜廚房1001-nights-kitchen」/#波斯美食#伊朗料理#伊朗料理吃到飽餐廳#台北松山美食#台北異國料理#環遊世界366天#水靜葳環遊世界366天
曾瀞葳,3,2024-04-18,https://www.facebook.com/groups/traveler168/posts/1857835651398477,#北捷 #松山站請叫我聖女小昭（X）...小番茄免出國秒飛伊朗古波斯帝國全台唯一伊朗料理599吃到飽1001 Nights Kitchen一千零一夜廚房10年前去伊朗旅遊念戀不忘對這個擁有2500年歷史的文明古國波斯～愛了愛了記得當年機票錢花了我快5萬元令人大開眼界的 #波斯帝國世界文化遺產、#美如幻境的清真寺、明豔動人好似金庸《倚天屠龍記》筆下的拜火教聖女小昭的 #波斯美女…..在1001夜廚房用餐當天～超開心遇到伊朗老闆Amini，與幽默的他相談甚歡！全台唯一中東美食Buffet自助餐不出國也能享受 #最道地的波斯美食、#最正宗的伊朗料理 和異國氣氛！秒飛神秘古國伊朗（Iran）！台灣One & Only中東料理吃到飽、伊朗菜吃到飽、古波斯美食吃到飽餐廳「1001 Nights Kitchen 一千零一夜廚房」就在台北松山區，鄰近捷運松山站、饒河街夜市午餐、晚餐吃到飽只要599元就可讓味蕾來趟神秘古文明波斯帝國之旅！聞名全球的伊朗料理擅長以豐富的中東香料入菜，慢火細燉，炭火直烤牛、羊、雞、魚，讓伊朗美食充滿誘人香氣！來台20年的伊朗老闆Amini（意為「誠實」）勢以誠信嚴選好食材、伊朗主廚每日現煮，誠懇端上一道道正統清真料理、道地波斯料理，將傳承兩千多年的波斯美食直送台北！美食探店1001夜廚房，告訴大家有哪些必吃伊朗料理和建議吃法1001夜廚房 亮點伊朗之最！全世界最昂貴的「香料女王」～吃喝「番紅花」位置、交通、環境、空間、氛圍菜色、價格、用餐時間伊朗神秘美味～必吃吃：沙拉、優格、木炭燒烤、燉菜、甜點、飲料獲得清真認證的餐廳，提供穆斯林合格的清真食品美食探店https://travel366days.com//伊朗料理599吃到飽「一千零一夜廚房1001-nights-kitchen」/#波斯美食#伊朗料理#伊朗料理吃到飽餐廳#台北松山美食#台北異國料理#1001夜廚房#一千零一夜廚房#環遊世界366天#水靜葳環遊世界366天【1001 Nights Kitchen 一千零一夜廚房INFO餐廳資訊】 FB：https://www.facebook.com/1001NightsKitchenIG：https://www.instagram.com/1001nightskitchen/收費：午餐、晚餐吃到飽，限時105分鐘成人NT$599 ＋10%6歲～12歲 NT$300＋10%6歲以下免費營業時間：週一～週日11:30-14:30、17:30-21:30訂位專線：02-2767-1661地址：台北市松山區八德路四段618號2樓交通：捷運松山站2號出口，步行約4分鐘
跟著領隊玩,2,2024-04-18,https://www.facebook.com/groups/traveler168/posts/1857914424723933,
高樂天,5,2024-04-18,https://www.facebook.com/groups/traveler168/posts/1857845151397527, 這間「蔡氏排骨炒飯」是看到格友分享才收入口袋名單，打著「平價版鼎泰豐」因此在網路上竄紅，店家地處在熱鬧的阮綜合醫院美食商圈，隔壁是知名的和記肉骨茶跟菜粽李兩家名店，小高利用平日午餐時間前來外帶便當，用餐尖峰時段大概等候20分鐘取到餐，小高發現店家廚師都很年輕且身強力壯，使出吃奶力量炒出這鍋氣滿滿的炒飯，小高品嚐完覺得美味定價合理範圍內，值得樂天小高極力推薦給您品嚐。#蔡氏排骨炒飯 #苓雅區 #阮綜合醫院附近美食 #小吃 #懶人包 #高雄 #高雄美食 #炒飯 #樂天小高 #美食 #高樂天 #樂天 #吃
鄭玉潔,2,2024-04-18,https://www.facebook.com/groups/traveler168/posts/1857807584734617,每次來樂園都超開心真的會讓人瞬間變回小孩耶
吉永老師旅遊美食,3,2024-04-18,https://www.facebook.com/groups/traveler168/posts/1857805474734828,水里益伯肉圓-大灣店點完餐後可以入內找座位入座，店裡座位不少，大部分是以四人座為主，大約有40多個座位提供給客人內用。肉圓外表看起來白白嫩嫩的，皮不是很有彈性那種，是軟Q偏軟肉圓的黃褐色醬汁是醬油，不是像醬油膏一般稠稠的，是非常清澈且不會很死鹹的，加上肉圓上白白的米漿醬汁非常加分，吃起來帶點甜甜的味道，兩個搭配起來有點像是醬油膏的口感，味道吃起來鹹甜鹹甜，很特別肉圓建議內用先吃皮，留一些肉與筍乾可以加湯，記得搭配辣椒，加了湯之後感覺變成筍子肉餡湯，更加提升這碗肉圓的風味。多了另外一種吃法，喜歡吃炸肉圓的朋友可以嘗試看看。外帶的話一樣建議+5元多包清湯拌肉圓吃，水里肉圓的靈魂就是要加清湯，沒加湯吃就不是水里肉圓了！魚丸湯很正常，貢丸湯比較不一樣，感覺有參雜魚漿，不是外面純肉味很重的那種，如果喜歡吃貢丸，不喜歡魚丸的人應該不會太喜歡肉圓$50貢丸湯$25魚丸湯$25水里益伯肉圓-大灣店 710台南市永康區大灣路759號10:00～21:000938533417 #餐廳 #吃到飽 #小吃 #必吃 #必吃美食 #美味 #美味しい #好吃 #美味しかった #美味しいもの好きな人と繋がりたい #美味しいもの #美食 #美食推薦 #美食日記 #食物 #晚餐 #午餐 #早餐 #台南 #台南晚餐 #台南餐廳 #台南早午餐 #台南永康 #臺南 #臺南美食 #小吃 #路邊攤 #台南小吃
跟著領隊玩,40,2024-04-18,https://www.facebook.com/groups/traveler168/posts/1857750271407015,2人房1388元起！朋友啊！宜蘭老飯店全新改裝，只要你提早訂房，CP值很高，報到後還有咖啡點心吧隨你吃，配備日本進口沐浴用品，免治馬桶超舒服的！2人房1388元起！全文閱讀：https://taiwantour.info/fu-hsiang-hotel/
